"CUSTOMER_SK","products_bought","uniq_products_bought","total_spending","visit_no","average_spending"
"21634296","35","26","74.35000","5","14.87"
"59048279","16","16","74.33999","1","74.34"
"61189930","25","23","74.33000","2","37.17"
"39812993","31","23","74.31000","3","24.77"
"54518328","19","16","74.30999","1","74.31"
"60800803","20","19","74.30999","1","74.31"
"21140488","25","22","74.29000","2","37.15"
"53311716","20","15","74.28000","1","74.28"
"52995318","19","16","74.26999","3","24.76"
"61092576","17","17","74.26999","4","18.57"
"63650007","41","34","74.26000","5","14.85"
"36515075","16","13","74.25998","2","37.13"
"58645478","28","15","74.25000","4","18.56"
"21609299","16","16","74.22000","4","18.56"
"22512267","29","27","74.22000","1","74.22"
"37623749","34","20","74.22000","2","37.11"
"61083491","16","11","74.21998","5","14.84"
"54023162","21","20","74.20999","1","74.21"
"33455326","20","18","74.20000","3","24.73"
"34488440","32","22","74.20000","13","5.71"
"51919165","21","18","74.18999","3","24.73"
"61870208","25","18","74.17999","1","74.18"
"64760294","32","13","74.17000","8","9.27"
"63925273","17","15","74.16999","4","18.54"
"59496525","17","17","74.15999","1","74.16"
"21431651","18","17","74.15999","1","74.16"
"60444637","26","23","74.14000","1","74.14"
"55643651","25","13","74.13999","6","12.36"
"64918015","22","22","74.12000","2","37.06"
"60432362","21","17","74.11000","2","37.06"
"61336396","23","23","74.11000","1","74.11"
"21631445","21","19","74.10999","2","37.05"
"63925151","22","18","74.09999","1","74.10"
"35110156","34","16","74.09998","2","37.05"
"60690725","31","12","74.08997","1","74.09"
"58989510","20","14","74.07000","1","74.07"
"59509313","30","19","74.04999","1","74.05"
"40099706","30","25","74.04000","5","14.81"
"64917915","22","17","74.03998","7","10.58"
"20878840","20","17","74.03998","2","37.02"
"23748659","25","21","74.03000","1","74.03"
"61719294","30","19","74.02000","1","74.02"
"58812014","19","18","74.02000","2","37.01"
"60549964","22","14","74.00000","2","37.00"
"60906553","24","22","74.00000","1","74.00"
"62423420","36","24","73.99999","6","12.33"
"55329779","23","22","73.99000","2","37.00"
"59030828","43","7","73.98995","9","8.22"
"61545819","15","14","73.97998","4","18.49"
"60620382","22","19","73.97000","1","73.97"
"61081038","20","18","73.96999","1","73.97"
"39910082","20","19","73.95998","3","24.65"
"52158006","33","23","73.95000","6","12.33"
"60919207","25","21","73.94999","3","24.65"
"62354820","22","22","73.94999","2","36.97"
"36152591","21","17","73.94999","1","73.95"
"58389999","29","16","73.92000","4","18.48"
"58836367","28","8","73.91994","6","12.32"
"58490724","21","21","73.91000","1","73.91"
"36548153","23","17","73.90999","5","14.78"
"58642250","21","12","73.86999","3","24.62"
"53105771","22","22","73.86000","1","73.86"
"39328572","22","19","73.85999","4","18.46"
"60295571","28","23","73.85000","3","24.62"
"63882356","22","18","73.84000","1","73.84"
"23594372","35","18","73.83999","5","14.77"
"39329663","19","19","73.82999","1","73.83"
"40147610","22","22","73.80999","1","73.81"
"22167768","20","18","73.79000","3","24.60"
"21472260","19","19","73.78999","1","73.79"
"22200873","23","19","73.78998","4","18.45"
"37632778","15","12","73.77998","5","14.76"
"58655831","24","16","73.76999","10","7.38"
"26038486","14","12","73.75998","1","73.76"
"21159452","21","19","73.73999","1","73.74"
"39553766","21","20","73.73001","2","36.87"
"21602743","25","17","73.72000","1","73.72"
"39461837","15","15","73.71000","4","18.43"
"69612138","13","13","73.68999","1","73.69"
"62447796","29","26","73.68999","7","10.53"
"61910050","29","17","73.68000","2","36.84"
"62435874","24","22","73.67999","2","36.84"
"28519118","17","14","73.67999","5","14.74"
"41531139","14","13","73.67000","3","24.56"
"20739935","27","23","73.66999","3","24.56"
"41521952","20","18","73.65999","1","73.66"
"69734008","28","24","73.64999","5","14.73"
"39320474","21","20","73.63000","1","73.63"
"61502464","28","20","73.63000","3","24.54"
"40161015","25","22","73.63000","3","24.54"
"53214378","30","23","73.63000","3","24.54"
"34350711","30","12","73.62999","3","24.54"
"62315573","16","15","73.61999","1","73.62"
"62380852","20","16","73.60999","2","36.80"
"39545070","18","17","73.60998","1","73.61"
"65902819","23","20","73.60000","1","73.60"
"69721721","28","27","73.59000","1","73.59"
"58699011","29","16","73.58998","4","18.40"
"20912498","23","21","73.57000","2","36.79"
"53122756","22","22","73.57000","1","73.57"
"21151434","17","12","73.56999","2","36.78"
"58434813","27","14","73.56998","5","14.71"
"50788344","32","25","73.56000","1","73.56"
"54143837","18","16","73.54999","2","36.77"
"50317682","28","23","73.54000","2","36.77"
"61768732","20","18","73.53000","5","14.71"
"66738807","18","16","73.51998","1","73.52"
"59490157","26","22","73.51000","3","24.50"
"60561303","19","18","73.50998","2","36.75"
"40156285","15","14","73.48999","5","14.70"
"61333802","18","18","73.48000","1","73.48"
"60943582","28","22","73.46999","5","14.69"
"64968528","21","21","73.46998","1","73.47"
"64971339","23","22","73.46000","1","73.46"
"53411126","18","16","73.45999","1","73.46"
"53445480","16","13","73.44999","4","18.36"
"39448119","21","19","73.44000","3","24.48"
"52625825","14","13","73.43999","3","24.48"
"36515891","19","18","73.43999","1","73.44"
"21430805","15","11","73.43997","2","36.72"
"59482025","23","17","73.41999","6","12.24"
"22919925","21","20","73.40999","1","73.41"
"58514035","18","13","73.39997","12","6.12"
"59803912","28","23","73.38000","1","73.38"
"59504347","22","19","73.37999","3","24.46"
"62694218","21","18","73.37999","1","73.38"
"25303721","17","16","73.37999","2","36.69"
"27640727","19","18","73.37998","1","73.38"
"20703101","33","22","73.36999","1","73.37"
"69521749","25","21","73.35000","1","73.35"
"53495106","24","21","73.32999","1","73.33"
"61769973","35","32","73.32000","4","18.33"
"58430779","31","24","73.29998","2","36.65"
"25381018","17","13","73.29997","2","36.65"
"59339754","28","19","73.28000","4","18.32"
"21430688","23","20","73.26000","2","36.63"
"29348604","24","23","73.25000","2","36.63"
"67259658","28","26","73.25000","2","36.63"
"29945729","26","23","73.23999","2","36.62"
"53403970","17","16","73.23999","1","73.24"
"62341253","33","22","73.23999","1","73.24"
"20892002","25","19","73.22998","3","24.41"
"34335381","22","19","73.22000","5","14.64"
"20979920","38","12","73.20000","3","24.40"
"61982054","19","17","73.18999","9","8.13"
"62467164","15","12","73.18998","3","24.40"
"54129430","15","13","73.18996","2","36.59"
"64045053","30","24","73.17000","2","36.59"
"65438525","11","8","73.15997","1","73.16"
"53974479","23","17","73.15000","1","73.15"
"58387962","22","17","73.14000","1","73.14"
"22228729","25","15","73.14000","2","36.57"
"36842444","22","15","73.13999","2","36.57"
"22920022","22","20","73.13999","2","36.57"
"59827283","17","12","73.12999","3","24.38"
"52361223","17","16","73.11998","2","36.56"
"62339836","35","28","73.08000","4","18.27"
"52082130","20","20","73.07999","2","36.54"
"39128690","25","21","73.07000","2","36.54"
"20849257","22","22","73.06000","6","12.18"
"37139601","23","21","73.05999","4","18.26"
"21618267","22","19","73.05000","2","36.53"
"21151679","29","26","73.04000","3","24.35"
"59503573","17","14","73.03999","9","8.12"
"59500368","23","21","73.03000","1","73.03"
"58904870","21","19","73.03000","1","73.03"
"53838782","18","17","73.02000","3","24.34"
"39744279","17","17","72.96998","5","14.59"
"28433225","18","17","72.95999","1","72.96"
"22129840","26","20","72.95000","1","72.95"
"22969617","16","15","72.94998","3","24.32"
"59428914","61","15","72.93000","4","18.23"
"31717353","24","19","72.91999","3","24.31"
"27985304","27","23","72.89998","2","36.45"
"21619964","29","23","72.89000","2","36.45"
"53636511","30","26","72.89000","3","24.30"
"60904612","14","12","72.88998","2","36.44"
"59697477","17","14","72.87999","2","36.44"
"60406519","20","15","72.86997","2","36.43"
"51833778","31","24","72.86000","2","36.43"
"22219339","27","20","72.86000","2","36.43"
"20666416","23","21","72.85001","2","36.43"
"53325483","30","22","72.85000","7","10.41"
"61854956","28","26","72.83000","3","24.28"
"59441830","24","19","72.83000","2","36.42"
"27683248","28","25","72.82000","1","72.82"
"60627270","29","23","72.82000","2","36.41"
"53391471","25","20","72.80997","3","24.27"
"61855274","18","15","72.80000","1","72.80"
"53542324","20","15","72.79998","3","24.27"
"52851078","27","18","72.79997","2","36.40"
"60408651","20","13","72.78997","2","36.39"
"54311674","18","18","72.77000","2","36.39"
"25764337","36","19","72.76999","10","7.28"
"21155069","16","14","72.74999","2","36.37"
"61532559","13","13","72.74999","3","24.25"
"64905642","23","15","72.72999","4","18.18"
"34458615","19","16","72.72999","3","24.24"
"22519810","23","21","72.72001","2","36.36"
"59976486","27","22","72.71999","3","24.24"
"21607500","25","22","72.71000","3","24.24"
"20855724","16","15","72.70999","1","72.71"
"61153514","29","16","72.70000","7","10.39"
"34430199","28","19","72.66999","5","14.53"
"20888895","27","20","72.65000","1","72.65"
"53309321","24","19","72.65000","1","72.65"
"28747023","21","13","72.62997","1","72.63"
"39937740","20","17","72.62000","7","10.37"
"61371859","26","26","72.61000","2","36.31"
"53624298","18","17","72.60000","1","72.60"
"53857014","29","26","72.60000","2","36.30"
"62517806","23","17","72.58999","5","14.52"
"61548367","31","30","72.58000","1","72.58"
"58437210","25","25","72.58000","4","18.15"
"21249904","28","24","72.57000","3","24.19"
"51915598","18","14","72.55000","6","12.09"
"39737489","55","11","72.53995","5","14.51"
"59428172","21","19","72.52998","1","72.53"
"21451913","27","12","72.52996","1","72.53"
"36789805","26","23","72.51001","2","36.26"
"60757608","20","14","72.50999","1","72.51"
"61813538","21","18","72.50000","3","24.17"
"21237623","17","13","72.49998","1","72.50"
"28399563","20","18","72.49000","3","24.16"
"59545481","22","18","72.49000","1","72.49"
"37140346","23","19","72.48999","1","72.49"
"37128128","19","18","72.46998","6","12.08"
"22444779","21","19","72.46000","1","72.46"
"59427927","55","24","72.44998","6","12.07"
"21619856","26","23","72.43999","6","12.07"
"61836535","19","19","72.43000","3","24.14"
"20784471","28","20","72.42000","3","24.14"
"23637350","24","16","72.42000","3","24.14"
"59490426","30","26","72.41000","5","14.48"
"31811726","15","12","72.40997","2","36.20"
"54118288","25","23","72.40000","3","24.13"
"54106288","16","13","72.39999","3","24.13"
"34465879","13","12","72.39997","2","36.20"
"23743456","20","18","72.38999","1","72.39"
"58892411","12","9","72.37998","3","24.13"
"58910504","37","27","72.37000","5","14.47"
"59608763","16","16","72.36000","1","72.36"
"25776178","20","18","72.35999","3","24.12"
"37165242","31","25","72.35000","2","36.18"
"22163351","24","16","72.34999","3","24.12"
"20832336","19","17","72.34999","2","36.17"
"58229924","25","18","72.34000","3","24.11"
"63895404","29","27","72.32000","1","72.32"
"38874705","18","18","72.31999","1","72.32"
"54383189","26","22","72.30999","1","72.31"
"61823615","23","20","72.30999","1","72.31"
"58645652","21","16","72.30999","5","14.46"
"39922829","19","13","72.30997","3","24.10"
"58446259","24","17","72.29997","8","9.04"
"37610530","29","23","72.29000","2","36.15"
"23598597","26","22","72.29000","2","36.15"
"46277059","23","16","72.28999","7","10.33"
"60641138","21","18","72.28998","1","72.29"
"59653837","25","22","72.28000","2","36.14"
"59015902","28","25","72.26999","6","12.04"
"59500955","28","26","72.26000","5","14.45"
"21631772","14","12","72.26000","1","72.26"
"37610542","19","17","72.23999","1","72.24"
"37141249","19","16","72.21998","2","36.11"
"59056017","24","14","72.21998","1","72.22"
"22386942","19","17","72.21000","2","36.11"
"53534518","21","14","72.19999","2","36.10"
"22509191","34","19","72.19001","10","7.22"
"65863309","17","15","72.18999","1","72.19"
"53848155","20","19","72.18000","6","12.03"
"54460467","26","21","72.18000","12","6.02"
"40042831","22","16","72.17999","1","72.18"
"58293090","21","18","72.16000","4","18.04"
"54142527","30","25","72.16000","4","18.04"
"61284091","20","17","72.14999","1","72.15"
"58580466","22","14","72.14999","2","36.07"
"58879766","22","17","72.14999","2","36.07"
"60560090","27","18","72.14000","10","7.21"
"21163731","21","18","72.14000","4","18.04"
"61904472","23","20","72.12999","2","36.06"
"22001961","20","19","72.12000","1","72.12"
"39838606","23","12","72.11998","3","24.04"
"20905736","23","18","72.09000","5","14.42"
"61551369","20","20","72.04000","1","72.04"
"62464707","23","16","72.03999","1","72.04"
"59802938","15","13","72.03000","2","36.02"
"58872367","26","19","72.02999","3","24.01"
"58652659","34","21","72.02997","2","36.01"
"66680108","21","18","72.01000","1","72.01"
"22226504","31","18","72.01000","5","14.40"
"69721974","28","21","72.01000","1","72.01"
"62361705","29","13","72.00996","7","10.29"
"39548383","29","25","72.00000","1","72.00"
"50938711","21","21","72.00000","3","24.00"
"21178998","63","9","71.99995","1","72.00"
"59794761","27","22","71.98000","3","23.99"
"59340682","30","25","71.98000","4","18.00"
"39355782","23","18","71.98000","4","18.00"
"36874085","18","17","71.97999","5","14.40"
"22525900","25","19","71.97000","2","35.99"
"69612139","18","18","71.95000","1","71.95"
"64980674","19","16","71.94998","2","35.97"
"58439807","24","20","71.93000","3","23.98"
"58776166","20","20","71.92999","3","23.98"
"64926625","19","16","71.92000","3","23.97"
"34439879","18","18","71.91000","2","35.96"
"59501853","23","16","71.91000","3","23.97"
"22227416","24","18","71.90997","1","71.91"
"53000570","27","22","71.90000","2","35.95"
"58251278","28","25","71.88999","2","35.94"
"21430995","27","23","71.88000","5","14.38"
"21161139","19","18","71.87999","4","17.97"
"51844788","26","19","71.87000","4","17.97"
"60690986","18","14","71.86999","4","17.97"
"52871506","19","19","71.86000","2","35.93"
"20668289","23","10","71.86000","7","10.27"
"40171480","28","28","71.85001","6","11.98"
"63219322","19","16","71.83999","1","71.84"
"60627958","24","19","71.83000","4","17.96"
"52982415","15","13","71.83000","1","71.83"
"51830427","16","15","71.81999","2","35.91"
"26121984","26","19","71.81999","3","23.94"
"34924891","12","12","71.81997","3","23.94"
"62319207","25","20","71.81000","3","23.94"
"59034042","23","20","71.81000","3","23.94"
"58642720","18","14","71.80998","1","71.81"
"21472092","19","16","71.80000","3","23.93"
"25776643","29","22","71.79998","2","35.90"
"60348646","21","19","71.79000","1","71.79"
"28322328","16","15","71.78999","5","14.36"
"61980407","23","15","71.77000","7","10.25"
"62371657","24","21","71.77000","4","17.94"
"58285331","29","18","71.75999","12","5.98"
"22749060","18","17","71.74000","1","71.74"
"59502797","18","15","71.72997","1","71.73"
"69631211","21","16","71.70998","1","71.71"
"62365077","23","9","71.70998","2","35.85"
"36515318","26","22","71.69000","4","17.92"
"59427038","13","13","71.69000","1","71.69"
"64628665","39","20","71.68000","5","14.34"
"60867296","22","20","71.67000","7","10.24"
"22247732","16","12","71.66999","3","23.89"
"61287833","21","17","71.65998","1","71.66"
"23696920","24","21","71.65000","1","71.65"
"64655049","27","20","71.62999","1","71.63"
"60544138","17","16","71.61999","1","71.62"
"51908592","33","31","71.61000","3","23.87"
"58243903","23","21","71.61000","1","71.61"
"53026313","19","17","71.60998","1","71.61"
"39837350","17","14","71.59000","3","23.86"
"58276156","26","15","71.58999","4","17.90"
"59599965","20","16","71.58999","2","35.79"
"58693192","23","22","71.57999","3","23.86"
"59721830","27","22","71.56999","2","35.78"
"39847244","28","15","71.56998","3","23.86"
"61377696","16","14","71.55000","3","23.85"
"61847911","28","23","71.54999","4","17.89"
"37136124","21","16","71.54998","1","71.55"
"62338438","34","25","71.54000","2","35.77"
"61146082","16","15","71.53999","1","71.54"
"31746204","17","17","71.53000","1","71.53"
"58258354","20","15","71.52998","2","35.76"
"60194669","22","22","71.52000","2","35.76"
"63979162","18","17","71.51000","4","17.88"
"64721546","26","16","71.50999","6","11.92"
"64886825","20","18","71.48000","1","71.48"
"37384621","20","17","71.46999","3","23.82"
"21175467","16","16","71.46999","3","23.82"
"69524246","19","19","71.45999","1","71.46"
"59087466","17","16","71.44999","4","17.86"
"22519456","34","31","71.43001","1","71.43"
"59048840","22","17","71.42999","1","71.43"
"53633048","19","12","71.42998","2","35.71"
"59002908","22","10","71.42996","1","71.43"
"61086865","24","22","71.42000","4","17.86"
"62405277","24","21","71.41999","1","71.42"
"21727967","14","11","71.40997","1","71.41"
"69729399","26","24","71.39000","1","71.39"
"23587430","15","15","71.39000","1","71.39"
"21155053","29","21","71.37998","5","14.28"
"59729138","22","21","71.36999","3","23.79"
"58391091","21","10","71.32995","2","35.66"
"21615578","17","17","71.32000","1","71.32"
"22157969","18","15","71.28000","2","35.64"
"60428849","16","14","71.27998","1","71.28"
"58242092","20","16","71.27000","1","71.27"
"53710707","25","16","71.26999","6","11.88"
"64057098","20","18","71.26998","1","71.27"
"21392801","23","11","71.25999","5","14.25"
"53542202","26","23","71.25000","6","11.88"
"61837844","23","21","71.22000","2","35.61"
"29948006","16","12","71.19999","1","71.20"
"28739346","21","20","71.18000","5","14.24"
"50243537","20","18","71.18000","1","71.18"
"62424027","17","17","71.18000","1","71.18"
"34944926","21","17","71.17999","1","71.18"
"59335314","24","21","71.17000","1","71.17"
"30180459","21","18","71.16000","1","71.16"
"31735908","17","14","71.15996","1","71.16"
"36874947","17","14","71.14999","1","71.15"
"66103864","21","18","71.12999","1","71.13"
"39755113","24","22","71.12999","2","35.56"
"60321113","17","17","71.12998","3","23.71"
"40095727","33","13","71.12000","2","35.56"
"64568034","18","15","71.11000","1","71.11"
"64907610","27","26","71.11000","4","17.78"
"54544945","20","19","71.10999","3","23.70"
"59604796","23","14","71.10999","11","6.46"
"59028496","26","22","71.10001","3","23.70"
"59707671","31","22","71.08999","4","17.77"
"24185806","23","14","71.08999","1","71.09"
"61040408","50","22","71.06999","18","3.95"
"61792743","55","22","71.06998","2","35.53"
"58338277","19","15","71.06998","4","17.77"
"37610660","26","14","71.05998","1","71.06"
"28740820","15","14","71.04997","1","71.05"
"64936028","19","18","71.02999","5","14.21"
"52230222","23","17","71.02998","8","8.88"
"60319250","28","24","71.02000","1","71.02"
"61109733","22","18","71.01999","1","71.02"
"39751314","27","18","71.01000","4","17.75"
"62533004","19","18","71.01000","2","35.51"
"31748456","26","15","71.00999","1","71.01"
"20909962","21","18","70.99000","2","35.50"
"61026142","26","18","70.98000","2","35.49"
"37609933","28","24","70.97001","4","17.74"
"69435032","27","25","70.96999","1","70.97"
"22210534","28","18","70.96999","4","17.74"
"58517256","21","16","70.96000","1","70.96"
"59031244","20","18","70.95000","3","23.65"
"58279966","22","19","70.92999","1","70.93"
"39327012","23","18","70.91999","1","70.92"
"21476244","13","9","70.91998","2","35.46"
"59981252","29","29","70.91001","8","8.86"
"58890123","16","14","70.90999","1","70.91"
"64040170","23","22","70.89000","8","8.86"
"59537106","30","23","70.88000","6","11.81"
"36558549","20","19","70.87998","2","35.44"
"36175900","14","13","70.84998","8","8.86"
"54456958","21","20","70.84000","3","23.61"
"62518601","26","25","70.84000","1","70.84"
"63711854","17","17","70.84000","2","35.42"
"37119955","25","19","70.83000","1","70.83"
"21621469","22","18","70.82999","1","70.83"
"36784351","15","14","70.81998","3","23.61"
"62522898","21","19","70.79000","1","70.79"
"60524004","27","21","70.78999","1","70.79"
"60600761","22","21","70.76000","5","14.15"
"33454266","42","16","70.75999","5","14.15"
"21429558","15","15","70.75999","1","70.76"
"60641231","19","17","70.75998","3","23.59"
"36380943","20","17","70.75000","3","23.58"
"60601947","34","21","70.74999","12","5.90"
"54091454","28","20","70.74999","1","70.75"
"68466990","21","16","70.74000","1","70.74"
"21156475","20","16","70.73996","6","11.79"
"58766919","21","17","70.72998","2","35.36"
"36368466","16","9","70.72995","2","35.36"
"21431749","17","13","70.72000","2","35.36"
"61924610","25","15","70.72000","11","6.43"
"69658790","15","13","70.71999","1","70.72"
"25700809","13","12","70.68997","3","23.56"
"39813133","18","16","70.68000","5","14.14"
"60187707","22","11","70.67999","5","14.14"
"34482069","19","17","70.65999","4","17.66"
"52493667","23","20","70.65000","4","17.66"
"59049231","24","17","70.64999","1","70.65"
"51904807","25","20","70.64999","2","35.32"
"66268170","31","29","70.64000","6","11.77"
"22283343","27","17","70.64000","2","35.32"
"21600586","24","15","70.63999","1","70.64"
"69617178","26","23","70.63000","1","70.63"
"69471004","17","15","70.62999","1","70.63"
"53579876","20","20","70.61999","1","70.62"
"63206930","23","21","70.60000","1","70.60"
"58708895","26","13","70.59000","6","11.77"
"58424313","29","21","70.58000","1","70.58"
"21449481","24","20","70.58000","4","17.65"
"60538118","21","13","70.57999","1","70.58"
"53702419","18","17","70.57997","3","23.53"
"39463164","16","16","70.56999","1","70.57"
"21571200","13","13","70.55998","1","70.56"
"36347738","26","20","70.55000","2","35.28"
"53495107","19","17","70.54997","1","70.55"
"60279115","21","20","70.52000","1","70.52"
"59026855","36","28","70.51999","3","23.51"
"51920764","23","19","70.51997","5","14.10"
"62342739","20","20","70.51000","2","35.26"
"40139142","18","16","70.50998","1","70.51"
"36551911","28","27","70.50001","3","23.50"
"36541292","20","18","70.50000","2","35.25"
"37721895","35","22","70.50000","7","10.07"
"23588698","18","18","70.48999","1","70.49"
"63801747","16","15","70.47998","1","70.48"
"58388625","13","11","70.47998","2","35.24"
"61312463","16","13","70.44998","2","35.22"
"62365758","22","16","70.44000","1","70.44"
"53993119","26","20","70.43999","8","8.80"
"55428576","16","15","70.43998","2","35.22"
"36883284","19","12","70.42997","2","35.21"
"38859629","25","20","70.42000","1","70.42"
"23601696","22","8","70.41998","6","11.74"
"64890323","10","10","70.41997","3","23.47"
"20692219","19","18","70.41000","2","35.21"
"61348234","14","13","70.40998","3","23.47"
"37464468","20","19","70.40998","3","23.47"
"22260387","16","15","70.36000","5","14.07"
"22458196","20","20","70.36000","1","70.36"
"40164730","20","19","70.34999","1","70.35"
"66303758","16","16","70.33999","1","70.34"
"27523385","16","14","70.33999","2","35.17"
"59428201","20","14","70.33999","5","14.07"
"58357758","27","18","70.32999","5","14.07"
"22624014","41","37","70.32003","5","14.06"
"23724662","23","22","70.32000","3","23.44"
"59059729","17","16","70.31999","2","35.16"
"20913830","31","28","70.31000","1","70.31"
"62332047","46","16","70.30997","5","14.06"
"20749217","23","22","70.30001","1","70.30"
"22230271","18","16","70.29999","1","70.30"
"20842443","19","13","70.29998","3","23.43"
"39437423","18","14","70.29998","1","70.30"
"36796905","28","21","70.28000","1","70.28"
"52541594","22","21","70.28000","3","23.43"
"22838367","22","18","70.27999","4","17.57"
"60626788","17","16","70.27998","1","70.28"
"62382555","18","18","70.26999","3","23.42"
"60920666","19","18","70.26000","1","70.26"
"36841575","17","16","70.26000","1","70.26"
"58871835","28","27","70.24000","5","14.05"
"37723061","16","13","70.23999","8","8.78"
"60514216","19","16","70.23999","2","35.12"
"20820966","20","19","70.23998","2","35.12"
"64693711","23","21","70.21999","2","35.11"
"69729380","28","23","70.21999","2","35.11"
"60981319","28","25","70.21000","1","70.21"
"52629651","18","18","70.20000","1","70.20"
"63916197","27","24","70.20000","2","35.10"
"62518327","29","22","70.19000","5","14.04"
"20912181","19","17","70.19000","2","35.10"
"30011252","16","16","70.16999","1","70.17"
"21160083","36","4","70.16997","4","17.54"
"22588901","17","13","70.16997","2","35.08"
"52619715","17","12","70.16996","2","35.08"
"22111180","37","21","70.16000","4","17.54"
"53527760","21","19","70.15999","1","70.16"
"59090075","24","20","70.15000","1","70.15"
"66633919","18","15","70.14998","3","23.38"
"52160560","25","21","70.14000","1","70.14"
"41794249","20","14","70.12998","3","23.38"
"65571154","20","20","70.11000","1","70.11"
"58688014","28","20","70.08000","2","35.04"
"62406150","30","28","70.08000","3","23.36"
"53124348","27","22","70.06000","3","23.35"
"54441378","17","17","70.06000","1","70.06"
"40020669","27","24","70.03998","3","23.35"
"59488800","23","22","70.03000","2","35.02"
"60692501","26","20","70.02000","2","35.01"
"25950290","15","14","70.02000","3","23.34"
"59567733","13","13","70.00999","2","35.00"
"61358981","14","14","70.00998","1","70.01"
"22206061","26","7","69.99993","1","70.00"
"59650189","20","13","69.98996","1","69.99"
"64045026","17","16","69.98000","4","17.50"
"29998024","19","18","69.97999","1","69.98"
"39314790","24","19","69.97998","1","69.98"
"58249067","19","13","69.97996","1","69.98"
"59340957","19","16","69.97000","2","34.99"
"58879886","21","20","69.96999","2","34.98"
"60636101","17","16","69.96999","2","34.98"
"56948117","22","19","69.95999","1","69.96"
"69734020","17","14","69.94000","1","69.94"
"58991572","15","15","69.94000","1","69.94"
"60698559","19","10","69.93997","1","69.94"
"59404084","30","19","69.93000","3","23.31"
"31798123","23","21","69.93000","1","69.93"
"40165015","18","15","69.92999","4","17.48"
"28174286","20","14","69.91999","5","13.98"
"69626921","23","18","69.90999","5","13.98"
"40119510","23","11","69.89997","1","69.90"
"66358131","16","16","69.89000","1","69.89"
"20688517","20","13","69.89000","2","34.95"
"69524238","21","16","69.88000","1","69.88"
"21461528","19","16","69.87000","3","23.29"
"65977201","24","19","69.86000","2","34.93"
"58629724","20","19","69.83000","1","69.83"
"61029546","22","20","69.82000","1","69.82"
"66197813","24","17","69.81998","6","11.64"
"68400683","23","19","69.81000","3","23.27"
"61351317","29","22","69.80000","9","7.76"
"25756848","14","14","69.79999","1","69.80"
"23609861","21","21","69.78999","4","17.45"
"28179698","18","16","69.77998","3","23.26"
"69697104","15","15","69.76999","1","69.77"
"22837418","19","17","69.75999","4","17.44"
"22225549","20","15","69.74999","1","69.75"
"61765846","20","17","69.73000","4","17.43"
"36028251","23","23","69.70999","2","34.85"
"60425011","27","15","69.70000","12","5.81"
"69683598","16","16","69.69999","1","69.70"
"69524271","16","15","69.68997","1","69.69"
"21173701","18","16","69.68000","2","34.84"
"59009182","43","20","69.66000","3","23.22"
"58993929","34","22","69.65999","4","17.41"
"53471393","24","20","69.65999","4","17.41"
"64174594","25","16","69.63999","5","13.93"
"59023566","20","18","69.63000","2","34.82"
"28313934","21","20","69.62000","2","34.81"
"61499249","25","19","69.60999","3","23.20"
"51641695","21","16","69.59999","3","23.20"
"21567500","30","18","69.55999","2","34.78"
"53238746","14","14","69.55997","1","69.56"
"52492091","28","22","69.55000","3","23.18"
"62291123","16","16","69.54999","1","69.55"
"61276968","24","22","69.54000","6","11.59"
"36838666","20","20","69.54000","1","69.54"
"58369530","18","18","69.54000","4","17.39"
"55028024","22","12","69.53998","6","11.59"
"58374252","25","11","69.53000","10","6.95"
"39450475","19","15","69.53000","5","13.91"
"60921934","18","17","69.52999","4","17.38"
"62385193","35","29","69.52000","8","8.69"
"33455271","27","19","69.52000","1","69.52"
"69402391","19","18","69.51000","1","69.51"
"61540990","23","16","69.50998","7","9.93"
"38854944","18","15","69.50997","4","17.38"
"58605932","21","12","69.48999","4","17.37"
"58645153","16","16","69.48998","2","34.74"
"61326248","20","12","69.48998","1","69.49"
"23733975","24","19","69.48000","7","9.93"
"59794816","16","14","69.47999","3","23.16"
"60960610","15","15","69.47000","1","69.47"
"59431713","26","16","69.46000","6","11.58"
"69735017","21","21","69.46000","1","69.46"
"53826124","19","18","69.45999","2","34.73"
"62668870","23","20","69.44000","4","17.36"
"21589210","33","19","69.43999","2","34.72"
"37388448","17","13","69.43000","5","13.89"
"61809014","22","21","69.43000","2","34.72"
"59656072","19","12","69.42996","3","23.14"
"69721884","26","25","69.41000","1","69.41"
"59074524","19","17","69.40000","3","23.13"
"60640780","21","14","69.38998","2","34.69"
"53932241","42","17","69.38998","6","11.56"
"36171509","31","26","69.38000","4","17.35"
"27702262","18","18","69.37999","6","11.56"
"59735541","19","19","69.34999","6","11.56"
"68285727","21","21","69.34999","1","69.35"
"22997602","18","16","69.33998","1","69.34"
"61823706","14","12","69.33998","6","11.56"
"59725182","19","17","69.31999","3","23.11"
"53922802","23","21","69.30000","3","23.10"
"60971131","25","22","69.29999","3","23.10"
"60446417","19","15","69.28000","4","17.32"
"59028667","21","17","69.28000","3","23.09"
"39651658","25","22","69.28000","2","34.64"
"64703707","22","21","69.27999","3","23.09"
"22386281","24","19","69.25000","5","13.85"
"22295687","22","15","69.24998","3","23.08"
"66415936","22","20","69.24000","2","34.62"
"30044791","19","15","69.24000","3","23.08"
"62374305","22","17","69.22000","6","11.54"
"62290462","25","23","69.21000","5","13.84"
"40173114","17","16","69.20998","4","17.30"
